code,hl,name
el,tr,Yunanca
en-GB,tr,İngilizce (Birleşik Krallık)
en-IN,tr,İngilizce (Hindistan)
en,tr,İngilizce
es,tr,İspanyolca
es-419,tr,İspanyolca (Latin Amerika)
es-US,tr,İspanyolca (Amerika Birleşik Devletleri)
et,tr,Estonca
eu,tr,Baskça
fa,tr,Farsça
fi,tr,Fince
fil,tr,Filipince
fr-CA,tr,Fransızca (Kanada)
fr,tr,Fransızca
gl,tr,Galiçyaca
gu,tr,Güceratça
hi,tr,Hintçe
hr,tr,Hırvatça
hu,tr,Macarca
hy,tr,Ermenice
id,tr,Endonezce
is,tr,İzlandaca
it,tr,İtalyanca
iw,tr,İbranice
ja,tr,Japonca
ka,tr,Gürcüce
kk,tr,Kazakça
km,tr,Khmer dili
kn,tr,Kannada dili
ko,tr,Korece
ky,tr,Kırgızca
lo,tr,Lao dili
lt,tr,Litvanca
lv,tr,Letonca
mk,tr,Makedonca
ml,tr,Malayalam dili
mn,tr,Moğolca
mr,tr,Marathi dili
ms,tr,Malayca
my,tr,Birman dili
no,tr,Norveççe
ne,tr,Nepalce
nl,tr,Felemenkçe
or,tr,Oriya dili
pa,tr,Pencapça
pl,tr,Lehçe
pt,tr,Portekizce
pt-PT,tr,Portekizce (Portekiz)
ro,tr,Rumence
ru,tr,Rusça
si,tr,Sinhali dili
sk,tr,Slovakça
sl,tr,Slovence
sq,tr,Arnavutça
sr-Latn,tr,Sırpça (Latin)
sr,tr,Sırpça
sv,tr,İsveççe
sw,tr,Svahili dili
ta,tr,Tamilce
te,tr,Telugu dili
th,tr,Tayca
tr,tr,Türkçe
uk,tr,Ukraynaca
ur,tr,Urduca
uz,tr,Özbekçe
vi,tr,Vietnamca
zh-CN,tr,Çince (Çin)
zh-HK,tr,Çince (Hong Kong)
zh-TW,tr,Çince (Tayvan)
zu,tr,Zuluca
af,uk,Африкаанс
am,uk,Амхарська
ar,uk,Арабська
as,uk,Асамська
az,uk,Азербайджанська
be,uk,Білоруська
bg,uk,Болгарська
bn,uk,Бенгальська
bs,uk,Боснійська
ca,uk,Каталонська
cs,uk,Чеська
da,uk,Данська
de,uk,Німецька
el,uk,Грецька
en-GB,uk,Англійська (Велика Британія)
en-IN,uk,Англійська (Індія)
en,uk,Англійська
es,uk,Іспанська
es-419,uk,Іспанська (Латинська Америка)
es-US,uk,Іспанська (Сполучені Штати)
et,uk,Естонська
eu,uk,Баскська
fa,uk,Перська
fi,uk,Фінська
fil,uk,Філіппінська
fr-CA,uk,Французька (Канада)
fr,uk,Французька
gl,uk,Галісійська
gu,uk,Гуджараті
hi,uk,Гінді
hr,uk,Хорватська
hu,uk,Угорська
hy,uk,Вірменська
id,uk,Індонезійська
is,uk,Ісландська
it,uk,Італійська
iw,uk,Іврит
ja,uk,Японська
ka,uk,Грузинська
kk,uk,Казахська
km,uk,Кхмерська
kn,uk,Каннада
ko,uk,Корейська
ky,uk,Киргизька
lo,uk,Лаоська
lt,uk,Литовська
lv,uk,Латиська
mk,uk,Македонська
ml,uk,Малаялам
mn,uk,Монгольська
mr,uk,Маратхі
ms,uk,Малайська
my,uk,Бірманська
no,uk,Норвезька
ne,uk,Непальська
nl,uk,Нідерландська
or,uk,Одія
pa,uk,Панджабі
pl,uk,Польська
pt,uk,Португальська
pt-PT,uk,Португальська (Португалія)
ro,uk,Румунська
ru,uk,Російська
si,uk,Сингальська
sk,uk,Словацька
sl,uk,Словенська
sq,uk,Албанська
sr-Latn,uk,Сербська (латиниця)
sr,uk,Сербська
sv,uk,Шведська
sw,uk,Суахілі
ta,uk,Тамільська
te,uk,Телугу
th,uk,Тайська
tr,uk,Турецька
uk,uk,Українська
ur,uk,Урду
uz,uk,Узбецька
vi,uk,Вʼєтнамська
zh-CN,uk,Китайська (Китай)
zh-HK,uk,Китайська (Гонконг)
zh-TW,uk,Китайська (Тайвань)
zu,uk,Зулуська
af,ur,افریقی
am,ur,امہاری
ar,ur,عربی
as,ur,آسامی
az,ur,آذربائیجانی
be,ur,بیلاروسی
bg,ur,بلغاری
bn,ur,بنگلہ
bs,ur,بوسنیائی
ca,ur,کیٹالان
cs,ur,چیک
da,ur,ڈینش
de,ur,جرمن
el,ur,یونانی
en-GB,ur,انگریزی (سلطنت متحدہ)
en-IN,ur,انگریزی (بھارت)
en,ur,انگریزی
es,ur,ہسپانوی
es-419,ur,ہسپانوی (لاطینی امریکہ)
es-US,ur,ہسپانوی (ریاست ہائے متحدہ امریکہ)
et,ur,اسٹونین
eu,ur,باسکی
fa,ur,فارسی
fi,ur,فینیش
fil,ur,فلیپینو
fr-CA,ur,فرانسیسی (کینیڈا)
fr,ur,فرانسیسی
gl,ur,گالیشیائی
gu,ur,گجراتی
hi,ur,ہندی
hr,ur,کراتی
hu,ur,ہنگیرین
hy,ur,آرمینیائی
id,ur,انڈونیثیائی
is,ur,آئس لینڈک
it,ur,اطالوی
iw,ur,عبرانی
ja,ur,جاپانی
ka,ur,جارجیائی
kk,ur,قزاخ
km,ur,خمیر
kn,ur,کنّاڈا
ko,ur,کوریائی
ky,ur,کرغیزی
lo,ur,لاؤ
lt,ur,لیتھوینین
lv,ur,لیٹوین
mk,ur,مقدونیائی
ml,ur,مالایالم
mn,ur,منگولین
mr,ur,مراٹهی
ms,ur,مالے
my,ur,برمی
no,ur,نارویجین
ne,ur,نیپالی
nl,ur,ڈچ
or,ur,اڑیہ
pa,ur,پنجابی
pl,ur,پولش
pt,ur,پُرتگالی
pt-PT,ur,پُرتگالی (پرتگال)
ro,ur,رومینین
ru,ur,روسی
si,ur,سنہالا
sk,ur,سلوواک
sl,ur,سلووینیائی
sq,ur,البانی
sr-Latn,ur,سربین (لاطینی)
sr,ur,سربین
sv,ur,سویڈش
sw,ur,سواحلی
ta,ur,تمل
te,ur,تیلگو
th,ur,تھائی
tr,ur,ترکی
uk,ur,یوکرینیائی
ur,ur,اردو
uz,ur,ازبیک
vi,ur,ویتنامی
zh-CN,ur,چینی (چین)
zh-HK,ur,چینی (ہانگ کانگ)
zh-TW,ur,چینی (تائیوان)
zu,ur,زولو
af,uz,afrikaans
am,uz,amxar
ar,uz,arab
as,uz,assam
az,uz,ozarbayjon
be,uz,belarus
bg,uz,bolgar
bn,uz,bengal
bs,uz,bosniy
ca,uz,katalan
cs,uz,chex
da,uz,dan
de,uz,nemischa
el,uz,grek
en-GB,uz,inglizcha (Buyuk Britaniya)
en-IN,uz,inglizcha (Hindiston)
en,uz,inglizcha
es,uz,ispancha
es-419,uz,ispancha (Lotin Amerikasi)
es-US,uz,ispancha (Amerika Qo‘shma Shtatlari)
et,uz,estoncha
eu,uz,bask
fa,uz,fors
fi,uz,fincha
fil,uz,filipincha
fr-CA,uz,fransuzcha (Kanada)
fr,uz,fransuzcha
gl,uz,galisiy
gu,uz,gujarot
hi,uz,hind
hr,uz,xorvat
hu,uz,venger
hy,uz,arman
id,uz,indonez
is,uz,island
it,uz,italyan
iw,uz,ivrit
ja,uz,yapon
ka,uz,gruzincha
kk,uz,qozoqcha
km,uz,xmer
kn,uz,kannada
ko,uz,koreyscha
ky,uz,qirgʻizcha
lo,uz,laos
lt,uz,litva
lv,uz,latishcha
mk,uz,makedon
ml,uz,malayalam
mn,uz,mongol
mr,uz,maratxi
ms,uz,malay
my,uz,birman
no,uz,norveg
ne,uz,nepal
nl,uz,niderland
or,uz,oriya
pa,uz,panjobcha
pl,uz,polyakcha
pt,uz,portugalcha
pt-PT,uz,portugalcha (Portugaliya)
ro,uz,rumincha
ru,uz,ruscha
si,uz,singal
sk,uz,slovakcha
sl,uz,slovencha
sq,uz,alban
sr-Latn,uz,serbcha (lotin)
sr,uz,serbcha
sv,uz,shved
sw,uz,suaxili
ta,uz,tamil
te,uz,telugu
th,uz,tay
tr,uz,turk
uk,uz,ukrain
ur,uz,urdu
uz,uz,o‘zbek
vi,uz,vyetnam
zh-CN,uz,xitoy (Xitoy)
zh-HK,uz,xitoy (Gonkong)
zh-TW,uz,xitoy (Tayvan)
zu,uz,zulu
af,vi,Tiếng Afrikaans
am,vi,Tiếng Amharic
ar,vi,Tiếng Ả Rập
as,vi,Tiếng Assam
az,vi,Tiếng Azerbaijan
be,vi,Tiếng Belarus
bg,vi,Tiếng Bulgaria
bn,vi,Tiếng Bangla
bs,vi,Tiếng Bosnia
ca,vi,Tiếng Catalan
cs,vi,Tiếng Séc
da,vi,Tiếng Đan Mạch
de,vi,Tiếng Đức
el,vi,Tiếng Hy Lạp
en-GB,vi,Tiếng Anh (Vương quốc Anh)
en-IN,vi,Tiếng Anh (Ấn Độ)
en,vi,Tiếng Anh
es,vi,Tiếng Tây Ban Nha
es-419,vi,Tiếng Tây Ban Nha (Châu Mỹ La-tinh)
es-US,vi,Tiếng Tây Ban Nha (Hoa Kỳ)
et,vi,Tiếng Estonia
eu,vi,Tiếng Basque
fa,vi,Tiếng Ba Tư
fi,vi,Tiếng Phần Lan
fil,vi,Tiếng Philippines
fr-CA,vi,Tiếng Pháp (Canada)
fr,vi,Tiếng Pháp
gl,vi,Tiếng Galician
gu,vi,Tiếng Gujarati
hi,vi,Tiếng Hindi
hr,vi,Tiếng Croatia
hu,vi,Tiếng Hungary
hy,vi,Tiếng Armenia
id,vi,Tiếng Indonesia
is,vi,Tiếng Iceland
it,vi,Tiếng Italy
iw,vi,Tiếng Do Thái
ja,vi,Tiếng Nhật
ka,vi,Tiếng Georgia
kk,vi,Tiếng Kazakh
km,vi,Tiếng Khmer
kn,vi,Tiếng Kannada
ko,vi,Tiếng Hàn
ky,vi,Tiếng Kyrgyz
lo,vi,Tiếng Lào
lt,vi,Tiếng Litva
lv,vi,Tiếng Latvia
mk,vi,Tiếng Macedonia
ml,vi,Tiếng Malayalam
mn,vi,Tiếng Mông Cổ
mr,vi,Tiếng Marathi
ms,vi,Tiếng Mã Lai
my,vi,Tiếng Miến Điện
no,vi,Tiếng Na Uy
ne,vi,Tiếng Nepal
nl,vi,Tiếng Hà Lan
or,vi,Tiếng Odia
pa,vi,Tiếng Punjab
pl,vi,Tiếng Ba Lan
pt,vi,Tiếng Bồ Đào Nha
pt-PT,vi,Tiếng Bồ Đào Nha (Bồ Đào Nha)
ro,vi,Tiếng Romania
ru,vi,Tiếng Nga
si,vi,Tiếng Sinhala
sk,vi,Tiếng Slovak
sl,vi,Tiếng Slovenia
sq,vi,Tiếng Albania
sr-Latn,vi,Tiếng Serbia (Chữ La tinh)
sr,vi,Tiếng Serbia
sv,vi,Tiếng Thụy Điển
sw,vi,Tiếng Swahili
ta,vi,Tiếng Tamil
te,vi,Tiếng Telugu
th,vi,Tiếng Thái
tr,vi,Tiếng Thổ Nhĩ Kỳ
uk,vi,Tiếng Ukraina
ur,vi,Tiếng Urdu
uz,vi,Tiếng Uzbek
vi,vi,Tiếng Việt
zh-CN,vi,Tiếng Trung (Trung Quốc)
zh-HK,vi,Tiếng Trung (Hồng Kông)
zh-TW,vi,Tiếng Trung (Đài Loan)
zu,vi,Tiếng Zulu
af,zh-CN,南非荷兰语
am,zh-CN,阿姆哈拉语
ar,zh-CN,阿拉伯语
as,zh-CN,阿萨姆语
az,zh-CN,阿塞拜疆语
be,zh-CN,白俄罗斯语
bg,zh-CN,保加利亚语
bn,zh-CN,孟加拉语
bs,zh-CN,波斯尼亚语
ca,zh-CN,加泰罗尼亚语
cs,zh-CN,捷克语
da,zh-CN,丹麦语
de,zh-CN,德语
el,zh-CN,希腊语
en-GB,zh-CN,英语（英国）
en-IN,zh-CN,英语（印度）
en,zh-CN,英语
es,zh-CN,西班牙语
es-419,zh-CN,西班牙语（拉丁美洲）
es-US,zh-CN,西班牙语（美国）
et,zh-CN,爱沙尼亚语
eu,zh-CN,巴斯克语
fa,zh-CN,波斯语
fi,zh-CN,芬兰语
fil,zh-CN,菲律宾语
fr-CA,zh-CN,法语（加拿大）
fr,zh-CN,法语
gl,zh-CN,加利西亚语
gu,zh-CN,古吉拉特语
hi,zh-CN,印地语
hr,zh-CN,克罗地亚语
hu,zh-CN,匈牙利语
hy,zh-CN,亚美尼亚语
id,zh-CN,印度尼西亚语
is,zh-CN,冰岛语
it,zh-CN,意大利语
iw,zh-CN,希伯来语
ja,zh-CN,日语
ka,zh-CN,格鲁吉亚语
kk,zh-CN,哈萨克语
km,zh-CN,高棉语
kn,zh-CN,卡纳达语
ko,zh-CN,韩语
ky,zh-CN,柯尔克孜语
lo,zh-CN,老挝语
lt,zh-CN,立陶宛语
lv,zh-CN,拉脱维亚语
mk,zh-CN,马其顿语
ml,zh-CN,马拉雅拉姆语
mn,zh-CN,蒙古语
mr,zh-CN,马拉地语
ms,zh-CN,马来语
my,zh-CN,缅甸语
no,zh-CN,挪威语
ne,zh-CN,尼泊尔语
nl,zh-CN,荷兰语
or,zh-CN,奥里亚语
pa,zh-CN,旁遮普语
pl,zh-CN,波兰语
pt,zh-CN,葡萄牙语
pt-PT,zh-CN,葡萄牙语（葡萄牙）
ro,zh-CN,罗马尼亚语
ru,zh-CN,俄语
si,zh-CN,僧伽罗语
sk,zh-CN,斯洛伐克语
sl,zh-CN,斯洛文尼亚语
sq,zh-CN,阿尔巴尼亚语
sr-Latn,zh-CN,塞尔维亚语（拉丁文）
sr,zh-CN,塞尔维亚语
sv,zh-CN,瑞典语
sw,zh-CN,斯瓦希里语
ta,zh-CN,泰米尔语
te,zh-CN,泰卢固语
th,zh-CN,泰语
tr,zh-CN,土耳其语
uk,zh-CN,乌克兰语
ur,zh-CN,乌尔都语
uz,zh-CN,乌兹别克语
vi,zh-CN,越南语
zh-CN,zh-CN,中文（中国）
zh-HK,zh-CN,中文（香港）
zh-TW,zh-CN,中文（台湾）
zu,zh-CN,祖鲁语
af,zh-HK,南非荷蘭文
am,zh-HK,岩哈拉語
ar,zh-HK,阿拉伯文
as,zh-HK,阿薩姆文
az,zh-HK,阿塞拜疆文
be,zh-HK,白俄羅斯文
bg,zh-HK,保加利亞文
bn,zh-HK,孟加拉文
bs,zh-HK,波斯尼亞文
ca,zh-HK,加泰隆尼亞文
cs,zh-HK,捷克文
da,zh-HK,丹麥文
de,zh-HK,德文
el,zh-HK,希臘文
en-GB,zh-HK,英文（英國）
en-IN,zh-HK,英文（印度）
en,zh-HK,英文
es,zh-HK,西班牙文
es-419,zh-HK,西班牙文（拉丁美洲）
es-US,zh-HK,西班牙文（美國）
et,zh-HK,愛沙尼亞文
eu,zh-HK,巴斯克文
fa,zh-HK,波斯文
fi,zh-HK,芬蘭文
fil,zh-HK,菲律賓文
fr-CA,zh-HK,法文（加拿大）
fr,zh-HK,法文
gl,zh-HK,加里西亞文
gu,zh-HK,古吉拉特文
hi,zh-HK,印地文
hr,zh-HK,克羅地亞文
hu,zh-HK,匈牙利文
hy,zh-HK,亞美尼亞文
id,zh-HK,印尼文
is,zh-HK,冰島文
it,zh-HK,意大利文
iw,zh-HK,希伯來文
ja,zh-HK,日文
ka,zh-HK,格魯吉亞文
kk,zh-HK,哈薩克文
km,zh-HK,高棉文
kn,zh-HK,坎納達文
ko,zh-HK,韓文
ky,zh-HK,吉爾吉斯文
lo,zh-HK,老撾文
lt,zh-HK,立陶宛文
lv,zh-HK,拉脫維亞文
mk,zh-HK,馬其頓文
ml,zh-HK,馬拉雅拉姆文
mn,zh-HK,蒙古文
mr,zh-HK,馬拉地文
ms,zh-HK,馬來文
my,zh-HK,緬甸文
no,zh-HK,挪威文
ne,zh-HK,尼泊爾文
nl,zh-HK,荷蘭文
or,zh-HK,奧里雅文
pa,zh-HK,旁遮普文
pl,zh-HK,波蘭文
pt,zh-HK,葡萄牙文
pt-PT,zh-HK,葡萄牙文（葡萄牙）
ro,zh-HK,羅馬尼亞文
ru,zh-HK,俄文
si,zh-HK,僧伽羅文
sk,zh-HK,斯洛伐克文
sl,zh-HK,斯洛文尼亞文
sq,zh-HK,阿爾巴尼亞文
sr-Latn,zh-HK,塞爾維亞文（拉丁字母）
sr,zh-HK,塞爾維亞文
sv,zh-HK,瑞典文
sw,zh-HK,史瓦希里文
ta,zh-HK,泰米爾文
te,zh-HK,泰盧固文
th,zh-HK,泰文
tr,zh-HK,土耳其文
uk,zh-HK,烏克蘭文
ur,zh-HK,烏爾都文
uz,zh-HK,烏茲別克文
vi,zh-HK,越南文
zh-CN,zh-HK,中文（中國）
zh-HK,zh-HK,中文（香港）
zh-TW,zh-HK,中文（台灣）
zu,zh-HK,祖魯文
af,zh-TW,南非荷蘭文
am,zh-TW,阿姆哈拉文
ar,zh-TW,阿拉伯文
as,zh-TW,阿薩姆文
az,zh-TW,亞塞拜然文
be,zh-TW,白俄羅斯文
bg,zh-TW,保加利亞文
bn,zh-TW,孟加拉文
bs,zh-TW,波士尼亞文
ca,zh-TW,加泰蘭文
cs,zh-TW,捷克文
da,zh-TW,丹麥文
de,zh-TW,德文
el,zh-TW,希臘文
en-GB,zh-TW,英文（英國）
en-IN,zh-TW,英文（印度）
en,zh-TW,英文
es,zh-TW,西班牙文
es-419,zh-TW,西班牙文（拉丁美洲）
es-US,zh-TW,西班牙文（美國）
et,zh-TW,愛沙尼亞文
eu,zh-TW,巴斯克文
fa,zh-TW,波斯文
fi,zh-TW,芬蘭文
fil,zh-TW,菲律賓文
fr-CA,zh-TW,法文（加拿大）
fr,zh-TW,法文
gl,zh-TW,加利西亞文
gu,zh-TW,古吉拉特文
hi,zh-TW,印地文
hr,zh-TW,克羅埃西亞文
hu,zh-TW,匈牙利文
hy,zh-TW,亞美尼亞文
id,zh-TW,印尼文
is,zh-TW,冰島文
it,zh-TW,義大利文
iw,zh-TW,希伯來文
ja,zh-TW,日文
ka,zh-TW,喬治亞文
kk,zh-TW,哈薩克文
km,zh-TW,高棉文
kn,zh-TW,坎那達文
ko,zh-TW,韓文
ky,zh-TW,吉爾吉斯文
lo,zh-TW,寮文
lt,zh-TW,立陶宛文
lv,zh-TW,拉脫維亞文
mk,zh-TW,馬其頓文
ml,zh-TW,馬來亞拉姆文
mn,zh-TW,蒙古文
mr,zh-TW,馬拉地文
ms,zh-TW,馬來文
my,zh-TW,緬甸文
no,zh-TW,挪威文
ne,zh-TW,尼泊爾文
nl,zh-TW,荷蘭文
or,zh-TW,歐迪亞文
pa,zh-TW,旁遮普文
pl,zh-TW,波蘭文
pt,zh-TW,葡萄牙文
pt-PT,zh-TW,葡萄牙文（葡萄牙）
ro,zh-TW,羅馬尼亞文
ru,zh-TW,俄文
si,zh-TW,僧伽羅文
sk,zh-TW,斯洛伐克文
sl,zh-TW,斯洛維尼亞文
sq,zh-TW,阿爾巴尼亞文
sr-Latn,zh-TW,塞爾維亞文（拉丁文）
sr,zh-TW,塞爾維亞文
sv,zh-TW,瑞典文
sw,zh-TW,史瓦希里文
ta,zh-TW,坦米爾文
te,zh-TW,泰盧固文
th,zh-TW,泰文
tr,zh-TW,土耳其文
uk,zh-TW,烏克蘭文
ur,zh-TW,烏都文
uz,zh-TW,烏茲別克文
vi,zh-TW,越南文
zh-CN,zh-TW,中文（中國）
zh-HK,zh-TW,中文（香港）
zh-TW,zh-TW,中文（台灣）
zu,zh-TW,祖魯文
af,zu,i-Afrikaans
am,zu,isi-Amharic
ar,zu,isi-Arabic
as,zu,isi-Assamese
az,zu,isi-Azerbaijani
be,zu,isi-Belarusian
bg,zu,isi-Bulgari
bn,zu,isi-Bengali
bs,zu,isi-Bosnian
ca,zu,isi-Catalan
cs,zu,isi-Czech
da,zu,isi-Danish
de,zu,isi-German
el,zu,isi-Greek
en-GB,zu,i-English (i-United Kingdom)
en-IN,zu,i-English (i-India)
en,zu,i-English
es,zu,isi-Spanish
es-419,zu,isi-Spanish (i-Latin America)
es-US,zu,isi-Spanish (i-United States)
et,zu,isi-Estonia
eu,zu,isi-Basque
fa,zu,isi-Persian
fi,zu,isi-Finnish
fil,zu,isi-Filipino
fr-CA,zu,isi-French (i-Canada)
fr,zu,isi-French
gl,zu,isi-Galicia
gu,zu,isi-Gujarati
hi,zu,isi-Hindi
hr,zu,isi-Croatian
hu,zu,isi-Hungarian
hy,zu,isi-Armenia
id,zu,isi-Indonesian
is,zu,isi-Icelandic
it,zu,isi-Italian
iw,zu,isi-Hebrew
ja,zu,isi-Japanese
ka,zu,isi-Georgian
kk,zu,isi-Kazakh
km,zu,isi-Khmer
kn,zu,isi-Kannada
ko,zu,isi-Korean
ky,zu,isi-Kyrgyz
lo,zu,isi-Lao
lt,zu,isi-Lithuanian
lv,zu,isi-Latvian
mk,zu,isi-Macedonian
ml,zu,isi-Malayalam
mn,zu,isi-Mongolian
mr,zu,isi-Marathi
ms,zu,isi-Malay
my,zu,isi-Burmese
no,zu,isi-Norwegian
ne,zu,isi-Nepali
nl,zu,isi-Dutch
or,zu,isi-Odia
pa,zu,isi-Punjabi
pl,zu,isi-Polish
pt,zu,isi-Portuguese
pt-PT,zu,isi-Portuguese (i-Portugal)
ro,zu,isi-Romanian
ru,zu,isi-Russian
si,zu,isi-Sinhala
sk,zu,isi-Slovak
sl,zu,isi-Slovenian
sq,zu,isi-Albania
sr-Latn,zu,isi-Serbian (isi-Latin)
sr,zu,isi-Serbian
sv,zu,isi-Swedish
sw,zu,isiSwahili
ta,zu,isi-Tamil
te,zu,isi-Telugu
th,zu,isi-Thai
tr,zu,isi-Turkish
uk,zu,isi-Ukrainian
ur,zu,isi-Urdu
uz,zu,isi-Uzbek
vi,zu,isi-Vietnamese
zh-CN,zu,isi-Chinese (i-China)
zh-HK,zu,isi-Chinese (i-Hong Kong)
zh-TW,zu,isi-Chinese (i-Taiwan)
zu,zu,isiZulu
